Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable
991820,Zoe Taylor,Apartment,Inner Suburb,1,1,2,3.85,14,No,3,47.0,1,4.0,Yes
992917,Henry Anderson,Villa,Outer Suburb,4,3,10,4.72,27,No,5,107.0,3,8.0,Yes
991506,Hannah Le,Villa,Regional,3,2,8,4.65,11,No,2,68.0,5,5.0,Yes
994311,Emma Tran,Studio,Regional,1,1,2,4.27,20,No,4,41.0,2,7.0,Yes
994170,Isla Taylor,Apartment,Regional,1,2,2,4.01,68,No,5,42.0,2,2.0,Yes
993104,Emma Wang,Apartment,CBD,1,2,3,4.16,28,Yes,0,60.0,7,5.0,No
995446,Emily Le,Studio,Outer Suburb,1,2,4,4.54,33,Yes,2,41.0,3,4.0,No
993916,Liam Lee,House,Outer Suburb,3,2,8,,18,No,4,,1,6.0,Yes
993346,Zoe Jones,Studio,CBD,1,2,3,3.86,37,No,5,56.0,2,,Yes
994754,Wei Anderson,Apartment,Inner Suburb,1,1,3,4.28,40,Yes,7,35.0,2,3.0,Yes
990534,Minh King,Studio,Inner Suburb,1,2,2,4.13,136,No,7,40.0,1,6.0,No
991142,Oliver Patel,House,Inner Suburb,2,1,5,4.33,3,No,0,47.0,2,7.0,Yes
994667,Priya King,Studio,Inner Suburb,1,1,1,4.06,19,No,5,60.0,5,8.0,No
996867,Mia White,House,Regional,3,3,6,4.39,15,No,3,89.0,1,5.0,No
993179,Lily Young,Studio,Inner Suburb,1,2,2,4.54,29,No,10,53.0,1,4.0,Yes
995803,Hannah King,Studio,Outer Suburb,1,1,3,4.04,15,No,3,56.0,3,5.0,Yes
995019,Grace Jones,Apartment,Outer Suburb,2,2,3,4.39,35,No,4,63.0,1,6.0,No
994599,Arjun King,House,Outer Suburb,2,1,6,4.48,94,No,7,61.0,2,5.0,Yes
997155,James Tran,Apartment,CBD,3,2,8,4.3,56,Yes,11,77.0,2,5.0,No
991994,Emily Le,House,CBD,4,3,9,4.84,49,Yes,11,99.0,3,,Yes
991305,Hannah Anderson,Apartment,Regional,2,2,4,4.93,22,No,10,66.0,1,8.0,Yes
991948,Emma Tran,Apartment,Regional,1,1,1,4.36,84,No,5,50.0,2,4.0,Yes
990475,James Scott,Apartment,Inner Suburb,1,1,2,4.43,128,No,12,51.0,1,5.0,Yes
992534,Arjun Wang,Apartment,CBD,1,2,3,,64,No,6,,1,6.0,Yes
995526,Grace Ali,Townhouse,CBD,3,2,5,4.8,51,No,4,72.0,2,4.0,Yes
996908,Mei Smith,Apartment,Outer Suburb,1,2,4,4.54,40,No,0,45.0,1,3.0,Yes
997319,Aisha Martin,Studio,Outer Suburb,1,1,1,4.5,27,No,1,49.0,5,7.0,Yes
995042,Arjun Patel,Studio,CBD,1,1,1,4.57,177,No,15,45.0,2,6.0,Yes
993866,Daniel Lee,Studio,Outer Suburb,1,2,2,4.92,36,Yes,1,69.0,3,8.0,Yes
992838,Liam Taylor,Apartment,Inner Suburb,2,3,3,4.52,122,No,2,62.0,2,6.0,Yes
993019,Sophie Young,Apartment,Inner Suburb,2,3,4,4.31,80,No,3,73.0,2,3.0,Yes
994803,Priya Singh,Townhouse,Outer Suburb,4,3,8,4.34,46,No,4,109.0,1,8.0,Yes
993235,Michael Lee,House,Inner Suburb,3,2,7,4.52,84,No,0,76.0,3,7.0,Yes
990701,Wei Young,Townhouse,Inner Suburb,3,3,5,,44,No,1,,2,4.0,No
990374,Mia Jones,Apartment,Outer Suburb,2,1,4,4.36,30,Yes,1,50.0,2,6.0,Yes
997615,Lily Chen,Apartment,CBD,1,1,3,4.3,138,No,1,28.0,1,5.0,No
992799,Ben Wilson,Apartment,Outer Suburb,1,2,4,4.31,17,No,5,43.0,1,5.0,No
993525,Amelia Lee,Apartment,Regional,2,1,4,4.69,71,No,8,57.0,3,5.0,Yes
991278,Samuel Smith,Apartment,CBD,1,2,2,4.17,22,No,3,72.0,2,5.0,Yes
993636,Mia Young,Apartment,Inner Suburb,2,2,4,4.66,52,No,8,52.0,2,4.0,Yes
991673,Liam Khan,House,Inner Suburb,3,2,7,4.1,30,No,1,78.0,1,6.0,No
994197,Samuel Nguyen,Apartment,Regional,1,2,1,4.33,43,Yes,6,60.0,3,6.0,No
991435,Amelia Khan,Apartment,Inner Suburb,3,3,5,4.72,32,Yes,0,74.0,2,7.0,Yes
993101,Lily Chen,House,Inner Suburb,2,2,3,3.94,68,No,3,66.0,1,6.0,Yes
991484,Ethan Chen,House,CBD,3,3,6,5.0,98,Yes,9,91.0,1,6.0,Yes
997724,David Nguyen,Apartment,Regional,1,1,4,4.12,20,No,2,28.0,2,3.0,Yes
992651,Omar Nguyen,Apartment,Inner Suburb,1,2,2,4.3,15,No,2,50.0,1,6.0,Yes
991773,Ben Clark,House,Outer Suburb,2,2,5,4.92,117,Yes,1,95.0,3,9.0,No
997402,Ethan Wang,Apartment,Outer Suburb,1,1,3,4.46,50,No,2,39.0,1,6.0,Yes
992860,Sarah White,Townhouse,Inner Suburb,4,3,10,4.36,21,No,1,95.0,1,8.0,No
996721,Mai Le,Studio,Regional,1,2,3,4.3,14,No,0,40.0,1,7.0,No
997353,Lily Scott,Apartment,Regional,2,2,3,4.15,86,Yes,15,62.0,1,3.0,No
996903,Grace Smith,House,CBD,2,2,3,4.3,104,No,6,64.0,1,5.0,No
992165,Ava Brown,House,Inner Suburb,4,3,7,3.91,21,No,5,85.0,1,2.0,No
994945,Grace King,Townhouse,Outer Suburb,2,2,3,4.71,61,Yes,0,62.0,2,7.0,Yes
997719,An King,Apartment,Outer Suburb,1,1,2,4.83,129,Yes,5,49.0,3,4.0,No
997163,Mai Le,Apartment,Inner Suburb,1,2,4,,47,No,3,,4,4.0,No
996102,Ben White,House,Regional,3,2,7,4.81,26,Yes,1,73.0,2,6.0,Yes
992066,Henry Patel,Townhouse,Inner Suburb,2,1,3,4.19,44,No,3,66.0,1,8.0,No
994389,Hannah Ali,Studio,CBD,1,1,2,4.36,53,Yes,5,57.0,2,8.0,No
993502,William Thomas,Apartment,Inner Suburb,3,3,8,4.58,107,No,0,63.0,1,6.0,Yes
996445,Lily Nguyen,Apartment,CBD,2,1,5,4.32,21,No,2,30.0,1,6.0,No
995565,Chloe Patel,Townhouse,Inner Suburb,2,2,6,4.4,61,Yes,7,73.0,3,7.0,Yes
990650,Amelia Tran,Apartment,Inner Suburb,2,1,4,4.75,127,No,1,55.0,3,7.0,Yes
990345,Lucas Smith,Apartment,Outer Suburb,1,1,1,4.22,26,No,3,45.0,3,4.0,Yes
990399,Michael Thomas,Studio,Regional,1,1,2,4.76,37,Yes,2,45.0,2,6.0,No
995046,Noah Nguyen,House,CBD,2,2,5,4.48,10,No,1,75.0,1,6.0,Yes
997802,Linh Walker,Apartment,Inner Suburb,3,2,8,4.56,22,No,5,80.0,2,6.0,Yes
994609,Linh Clark,Apartment,Outer Suburb,1,1,1,4.41,22,Yes,5,41.0,3,4.0,No
990483,Aisha Taylor,Townhouse,Regional,4,3,8,,142,Yes,3,,3,7.0,No
990781,Priya Taylor,Apartment,Inner Suburb,2,1,6,4.29,55,No,1,50.0,3,6.0,Yes
992051,Aisha Jones,House,Inner Suburb,4,3,8,4.58,33,Yes,1,107.0,1,7.0,No
996019,Oliver Young,Apartment,Inner Suburb,1,2,3,4.42,122,Yes,11,69.0,1,7.0,No
996783,Ava Chen,Townhouse,Inner Suburb,3,2,6,4.14,30,No,1,76.0,2,7.0,Yes
996745,Olivia Walker,Studio,CBD,1,2,2,4.11,84,No,1,52.0,1,3.0,No
995723,Aisha Harris,Apartment,Outer Suburb,1,1,1,4.44,46,No,11,55.0,1,7.0,Yes
997395,Mia Khan,Villa,Inner Suburb,4,3,8,4.19,82,No,6,69.0,3,6.0,No
992893,Omar Le,House,Outer Suburb,4,3,8,4.39,5,No,1,99.0,3,7.0,Yes
994042,Mei White,Apartment,CBD,2,2,4,4.6,82,Yes,13,60.0,1,3.0,Yes
994453,Sarah Wang,Townhouse,Regional,4,2,7,4.44,44,No,0,91.0,1,9.0,Yes
996826,Daniel Walker,Apartment,CBD,1,2,2,4.02,40,No,1,55.0,1,6.0,Yes
992420,Lily Patel,Apartment,Regional,1,1,3,4.28,59,Yes,15,42.0,3,4.0,Yes
995445,Mia Wilson,Apartment,Outer Suburb,1,1,2,4.6,216,No,1,58.0,1,9.0,Yes
995403,Hannah Smith,Studio,Inner Suburb,1,2,3,4.6,25,No,7,48.0,1,7.0,No
996553,Arjun Singh,Apartment,Inner Suburb,2,1,4,4.38,28,Yes,10,47.0,1,5.0,Yes
992230,Sophie Patel,Apartment,Outer Suburb,1,2,2,4.54,48,Yes,2,44.0,1,6.0,Yes
990649,Mei Chen,House,Regional,4,3,7,4.0,19,No,3,111.0,2,7.0,No
996547,Arjun Martin,Apartment,Inner Suburb,2,2,3,4.8,41,Yes,3,71.0,3,6.0,Yes
995781,Zoe Young,House,Outer Suburb,5,3,10,4.24,14,No,2,96.0,1,9.0,Yes
996711,Ava Chen,Studio,Outer Suburb,1,1,2,4.79,54,Yes,8,61.0,4,8.0,No
996156,Thomas Martin,Apartment,Outer Suburb,3,1,7,4.53,37,Yes,6,76.0,2,8.0,Yes
993926,An Ali,Studio,Inner Suburb,1,1,3,4.39,41,No,3,52.0,1,6.0,No
990158,Isla Brown,House,Inner Suburb,3,2,7,4.64,55,No,1,69.0,3,5.0,Yes
996503,Mei Patel,Apartment,CBD,3,3,6,3.8,37,No,2,81.0,3,4.0,No
992975,Sophie Brown,Apartment,Inner Suburb,2,2,4,4.66,55,Yes,0,50.0,1,6.0,Yes
994650,Ben Jones,Studio,CBD,1,1,2,4.34,36,Yes,4,49.0,2,7.0,Yes
991204,Amelia Walker,Apartment,Outer Suburb,1,1,3,4.9,84,Yes,4,55.0,2,6.0,Yes
996387,James Wang,Townhouse,Inner Suburb,4,2,8,4.68,70,Yes,14,104.0,1,7.0,Yes
990172,Oliver Tran,Apartment,Outer Suburb,1,1,2,4.85,27,Yes,0,41.0,2,5.0,No
991879,Isla Chen,Apartment,Inner Suburb,1,1,4,4.44,78,No,1,46.0,1,8.0,Yes
996291,Arjun Scott,House,CBD,3,2,6,4.54,19,No,2,84.0,2,9.0,Yes
993935,Liam Smith,Studio,Inner Suburb,1,1,3,4.27,41,No,11,50.0,7,6.0,Yes
992979,Noah Khan,House,CBD,2,2,4,4.37,34,No,3,80.0,2,7.0,Yes
997470,Oliver Wilson,Apartment,CBD,1,1,2,4.34,3,No,1,46.0,1,4.0,Yes
995161,An Harris,Apartment,Inner Suburb,2,2,4,3.99,13,No,3,63.0,4,4.0,No
993670,Thomas Khan,Apartment,Inner Suburb,1,1,2,4.31,23,No,4,51.0,1,4.0,No
994572,Thomas King,Apartment,CBD,1,1,3,4.71,47,Yes,10,55.0,1,5.0,No
991736,Mia Ali,House,Outer Suburb,3,3,6,4.2,15,No,0,68.0,2,3.0,Yes
993716,Ava Jones,Townhouse,Regional,2,1,5,4.83,51,Yes,15,70.0,1,6.0,No
994878,Minh White,Studio,CBD,1,1,2,4.47,73,Yes,2,40.0,5,5.0,Yes
993661,Minh Singh,Villa,Regional,4,3,7,4.09,77,Yes,7,68.0,2,6.0,Yes
994594,Michael Tran,House,Inner Suburb,3,2,5,4.5,73,Yes,15,70.0,2,5.0,No
996819,Samuel Clark,Apartment,Inner Suburb,3,2,8,4.48,69,Yes,10,76.0,2,7.0,No
991929,Amelia Young,Apartment,Outer Suburb,2,2,4,4.18,56,No,10,56.0,4,7.0,Yes
993164,Ava Ali,Apartment,Outer Suburb,1,2,2,4.69,41,Yes,6,36.0,3,3.0,No
996963,Sarah Khan,Townhouse,Outer Suburb,2,2,3,4.68,6,No,2,73.0,1,6.0,No
995722,Priya Wang,Townhouse,Inner Suburb,2,2,4,3.94,105,No,1,61.0,3,5.0,Yes
994527,Thomas Clark,Townhouse,Inner Suburb,3,1,8,4.89,54,Yes,1,75.0,2,8.0,Yes
991874,Aisha Walker,Apartment,Inner Suburb,1,1,2,4.52,106,Yes,14,55.0,1,6.0,No
990452,Zoe Le,House,Regional,5,3,10,4.81,33,No,2,103.0,2,7.0,Yes
994092,Lucas Chen,Apartment,CBD,1,1,1,,22,No,5,,1,6.0,No
991871,Daniel Young,Apartment,Regional,2,2,6,4.62,111,Yes,8,66.0,7,6.0,No
990034,Isla White,Apartment,Outer Suburb,3,2,5,4.26,16,No,1,74.0,2,5.0,No
993885,Michael Patel,House,CBD,3,2,7,4.04,106,No,1,67.0,1,8.0,Yes
995352,Aisha Martin,Townhouse,Inner Suburb,3,3,6,4.69,30,No,3,64.0,3,6.0,No
993350,Ethan Clark,Townhouse,Inner Suburb,4,2,10,4.31,81,No,7,72.0,7,5.0,Yes
993736,An Harris,House,Outer Suburb,4,3,10,4.66,6,No,0,99.0,1,10.0,Yes
995675,Chloe Martin,House,Inner Suburb,4,3,7,4.35,132,Yes,14,85.0,3,6.0,Yes
994680,James Wilson,Apartment,CBD,1,1,4,4.51,88,Yes,5,52.0,7,6.0,Yes
995500,James Le,House,Outer Suburb,5,3,9,4.08,63,No,4,99.0,3,6.0,Yes
996774,Amelia Jones,Studio,CBD,1,1,3,,45,No,1,39.0,3,4.0,Yes
995494,Oliver Clark,Apartment,Inner Suburb,2,1,5,4.27,22,No,4,83.0,4,7.0,Yes
995799,Wei Anderson,Apartment,Outer Suburb,1,1,1,4.63,24,No,4,54.0,2,6.0,Yes
992444,Aisha Thomas,Apartment,Outer Suburb,1,2,2,4.6,110,Yes,0,55.0,1,5.0,Yes
997129,Liam Smith,Studio,CBD,1,1,1,4.64,66,Yes,2,44.0,3,5.0,Yes
994898,Oliver Jones,Apartment,Inner Suburb,2,2,3,4.5,45,Yes,3,79.0,1,8.0,No
993324,David Chen,House,Inner Suburb,3,2,6,4.26,46,Yes,2,68.0,2,6.0,No
995058,Emma Young,Studio,Inner Suburb,1,2,1,4.52,47,Yes,4,62.0,2,7.0,Yes
990820,James Taylor,Studio,Inner Suburb,1,1,2,4.43,35,No,3,51.0,1,7.0,No
992359,Minh Brown,Studio,Inner Suburb,1,1,2,4.38,3,No,1,46.0,3,,No
996589,Ethan Young,House,Regional,3,3,6,4.71,52,Yes,4,84.0,2,7.0,No
994404,Omar Patel,House,Outer Suburb,5,3,9,5.0,27,Yes,0,90.0,1,8.0,Yes
990519,Henry Ali,House,Regional,3,3,6,4.96,64,Yes,0,78.0,1,7.0,Yes
990340,Daniel Martin,Studio,Regional,1,2,3,4.84,84,No,2,55.0,5,5.0,No
995098,Samuel Patel,Townhouse,Regional,3,2,8,4.83,90,No,2,82.0,7,8.0,No
997655,Sophie Clark,Apartment,Outer Suburb,1,1,1,4.41,17,No,4,46.0,1,5.0,No
995023,An Tran,Apartment,CBD,1,2,3,4.3,29,No,7,52.0,4,7.0,Yes
995792,Amelia Jones,Townhouse,Regional,2,2,3,5.0,61,Yes,15,88.0,1,7.0,Yes
992034,Omar Taylor,Villa,Outer Suburb,3,2,8,4.05,42,No,13,70.0,1,2.0,Yes
997531,Amelia Brown,Townhouse,CBD,2,1,5,4.81,53,Yes,2,61.0,1,5.0,No
992454,Isla Le,Apartment,Regional,1,1,1,4.66,14,No,1,38.0,2,5.0,Yes
995432,Daniel Jones,Apartment,Outer Suburb,2,2,4,4.77,69,Yes,0,65.0,2,6.0,Yes
995520,Priya Brown,House,CBD,3,2,7,3.94,33,No,3,93.0,1,8.0,No
994682,David Le,Studio,Inner Suburb,1,2,2,4.91,93,Yes,9,55.0,2,6.0,Yes
993015,Jack Khan,Studio,Outer Suburb,1,2,2,4.33,129,Yes,12,63.0,3,8.0,No
996736,Arjun Singh,Studio,Inner Suburb,1,2,1,4.23,7,No,1,52.0,3,7.0,Yes
996354,Lucas Lee,House,Outer Suburb,3,3,8,4.6,74,Yes,13,77.0,1,6.0,Yes
994327,Linh Khan,Studio,Regional,1,2,2,4.35,72,No,10,45.0,3,6.0,Yes
992365,Ben Ali,Apartment,Outer Suburb,1,1,4,3.89,1,No,0,33.0,4,7.0,Yes
994710,Ben Brown,House,CBD,4,3,7,4.67,100,No,1,114.0,1,10.0,No
992889,Aisha Taylor,House,Inner Suburb,2,2,4,4.61,22,No,5,51.0,2,6.0,Yes
992762,Mia Lee,House,Inner Suburb,3,2,6,3.99,32,Yes,2,56.0,1,3.0,No
991518,Arjun King,Townhouse,CBD,2,1,6,4.46,108,Yes,0,43.0,1,6.0,Yes
991096,Ethan White,Apartment,CBD,2,3,5,4.56,23,Yes,4,79.0,2,6.0,Yes
997002,Mai Scott,Townhouse,Inner Suburb,2,2,5,4.07,159,No,3,70.0,3,7.0,No
992956,Sarah Singh,House,CBD,4,3,10,4.81,50,Yes,14,114.0,2,10.0,Yes
996993,Aisha Patel,Studio,Inner Suburb,1,2,3,4.18,93,No,4,36.0,5,5.0,No
994391,Mei Clark,Studio,CBD,1,1,2,4.64,194,Yes,6,66.0,10,6.0,Yes
991016,Aisha Nguyen,Apartment,Inner Suburb,1,2,2,3.87,18,No,2,34.0,2,2.0,Yes
993171,Noah Martin,Apartment,Regional,2,1,3,4.91,51,No,0,41.0,7,5.0,No
994044,Minh Jones,House,Regional,2,2,3,4.43,15,No,4,57.0,1,7.0,Yes
990520,Linh Singh,Townhouse,Outer Suburb,3,3,5,4.48,40,No,12,73.0,1,6.0,No
996594,Michael Young,House,Outer Suburb,2,2,4,4.13,2,No,0,75.0,3,6.0,No
995940,David Clark,House,CBD,3,2,6,4.55,110,Yes,3,77.0,2,4.0,Yes
991623,Omar Singh,Apartment,Outer Suburb,3,3,5,4.8,44,No,2,51.0,1,5.0,No
990785,Emily King,Apartment,Outer Suburb,1,2,4,4.47,60,No,8,49.0,3,8.0,Yes
992439,Emma Tran,Apartment,Regional,1,1,2,4.34,87,No,1,57.0,1,6.0,No
995943,Arjun Tran,Apartment,Inner Suburb,2,2,6,5.0,109,No,5,61.0,2,5.0,Yes
996898,Samuel White,House,Inner Suburb,4,3,8,4.68,165,No,1,84.0,2,4.0,No
990397,Omar Wilson,Apartment,Regional,3,2,8,4.09,70,Yes,7,60.0,7,7.0,Yes
994224,Mei Tran,House,Inner Suburb,3,2,5,4.69,43,Yes,4,46.0,3,3.0,Yes
993379,Grace Le,House,Inner Suburb,5,3,10,4.53,13,No,1,93.0,2,4.0,Yes
997658,James Martin,Townhouse,CBD,3,2,7,4.69,64,Yes,6,79.0,2,7.0,Yes
997596,David Thomas,Apartment,Outer Suburb,1,2,1,4.77,44,No,6,57.0,1,6.0,Yes
993078,Minh Wilson,Apartment,Outer Suburb,1,1,1,4.6,24,No,1,44.0,7,4.0,No
995350,Henry Singh,Apartment,Regional,2,2,6,4.66,58,No,7,72.0,2,7.0,Yes
997953,Priya Le,Studio,Inner Suburb,1,2,4,4.45,122,No,4,62.0,3,5.0,Yes
995736,Daniel Thomas,Apartment,Inner Suburb,1,1,1,4.19,37,No,15,40.0,3,5.0,Yes
990691,Olivia Smith,Apartment,Inner Suburb,2,1,5,4.01,3,No,1,71.0,2,8.0,Yes
997926,Olivia Nguyen,Apartment,CBD,1,1,1,4.17,2,No,1,40.0,1,3.0,Yes
993012,Amelia Singh,Apartment,Inner Suburb,2,2,6,4.69,40,No,1,35.0,1,3.0,No
995344,Emily Brown,Studio,Outer Suburb,1,1,2,4.08,126,No,8,49.0,1,4.0,Yes
996087,Olivia Anderson,House,CBD,4,3,10,4.35,28,Yes,5,91.0,5,7.0,No
993328,Emily Nguyen,Studio ,Outer Suburb,1,1,3,4.61,3,No,1,48.0,7,6.0,No
991463,Noah White,House,Inner Suburb,2,2,3,4.35,34,No,10,60.0,4,4.0,Yes
992593,Olivia White,Villa,CBD,4,3,8,4.57,31,No,0,88.0,1,7.0,Yes
995284,James Martin,Studio,Outer Suburb,1,1,4,4.1,86,Yes,5,47.0,10,5.0,No
993133,Lily Anderson,Studio,Outer Suburb,1,2,1,4.43,48,No,4,46.0,3,6.0,Yes
995225,Arjun Singh,Studio,CBD,1,1,1,4.56,28,No,1,33.0,4,5.0,No
993444,Henry Walker,Apartment,Inner Suburb,1,2,3,,64,No,2,,2,7.0,Yes
993175,An Wang,Apartment,Outer Suburb,2,2,4,4.59,46,No,1,61.0,2,7.0,Yes
991959,Arjun Le,Studio,CBD,1,2,3,4.2,8,No,2,35.0,1,3.0,Yes
993767,Michael Anderson,Apartment,Outer Suburb,1,2,3,4.37,47,No,6,37.0,2,4.0,Yes
997564,Noah Patel,Townhouse,Inner Suburb,3,3,8,4.38,59,No,1,98.0,3,7.0,Yes
990573,Emma Harris,Apartment,Regional,1,1,1,4.42,16,No,4,49.0,3,7.0,No
993355,Zoe White,House,Regional,4,2,7,4.45,101,No,6,79.0,3,4.0,No
997639,Ava King,Apartment,Outer Suburb,2,2,4,4.81,20,No,3,59.0,1,8.0,Yes
993204,Ava King,Apartment,CBD,2,3,6,4.33,58,No,3,59.0,1,4.0,No
990301,James Wilson,Apartment,CBD,1,2,2,4.41,151,Yes,15,57.0,2,7.0,No
997688,Zoe White,Townhouse,Outer Suburb,3,3,8,4.66,44,No,12,87.0,2,6.0,Yes
991283,Henry Wilson,House,Inner Suburb,4,2,8,3.75,61,Yes,3,66.0,3,5.0,Yes
991069,Mia Young,Townhouse,Inner Suburb,4,3,7,4.38,48,No,4,69.0,1,5.0,Yes
993511,Hannah Walker,Apartment,Outer Suburb,1,1,4,4.42,75,Yes,7,50.0,1,5.0,Yes
997456,Wei Anderson,Apartment,Inner Suburb,1,1,2,4.58,105,Yes,5,68.0,3,7.0,Yes
991808,Arjun Tran,Apartment,Outer Suburb,2,2,6,4.06,2,No,1,65.0,1,7.0,Yes
996229,Arjun King,Townhouse,Regional,4,3,7,4.12,8,No,1,102.0,1,8.0,Yes
997265,Mai Taylor,Apartment,Regional,3,3,8,4.9,40,Yes,6,71.0,1,7.0,Yes
997481,Noah Smith,Townhouse,Outer Suburb,2,1,4,4.72,34,No,9,59.0,1,6.0,No
996549,Noah Nguyen,House,CBD,4,2,8,4.06,38,No,10,101.0,2,6.0,Yes
993162,James Le,Apartment,Outer Suburb,1,2,1,4.4,13,No,5,37.0,14,,No
996802,Lily Wilson,Apartment,Inner Suburb,2,2,6,4.42,38,No,4,64.0,3,5.0,Yes
997878,Emma Wilson,Studio,Outer Suburb,1,2,2,4.08,56,Yes,10,40.0,2,4.0,No
996450,Omar Singh,House,Inner Suburb,3,2,8,4.56,110,No,1,61.0,3,5.0,Yes
997433,Ava Martin,Townhouse,Inner Suburb,2,2,3,4.39,14,No,3,53.0,1,4.0,Yes
990874,Michael Anderson,Villa,Inner Suburb,4,3,7,4.57,45,No,2,78.0,2,7.0,Yes
996673,Henry Le,House,Regional,4,3,8,4.5,61,Yes,4,78.0,2,6.0,Yes
990897,Mai Walker,Apartment,CBD,2,2,4,4.1,25,No,0,47.0,3,4.0,Yes
995534,Samuel Harris,Apartment,Outer Suburb,2,1,6,4.33,15,No,0,62.0,1,8.0,Yes
992968,William Patel,House,Outer Suburb,4,2,8,4.44,140,No,10,90.0,2,8.0,Yes
997731,Anna Young,Apartment,Outer Suburb,2,2,5,4.13,2,No,1,58.0,14,9.0,Yes
992233,Sarah Brown,House,Outer Suburb,4,3,10,4.04,11,No,3,92.0,3,6.0,Yes
994443,Grace Martin,House,Regional,2,2,4,4.73,37,Yes,7,55.0,2,4.0,No
990357,Emily Walker,House,Outer Suburb,3,2,5,4.75,58,Yes,4,67.0,7,7.0,Yes
996741,Priya Scott,Apartment,Regional,2,2,3,4.67,67,Yes,7,32.0,5,4.0,Yes
991497,An Young,Apartment,Regional,1,1,2,4.33,28,No,6,41.0,2,7.0,No
995884,Oliver Anderson,Apartment,Outer Suburb,1,2,1,4.51,65,No,4,35.0,1,4.0,Yes
997885,Minh Jones,House,Outer Suburb,3,2,6,4.38,13,No,3,99.0,10,8.0,Yes
997683,Aisha Lee,House,Inner Suburb,3,2,5,4.02,28,Yes,3,93.0,3,7.0,No
992283,Daniel Scott,Townhouse,Outer Suburb,3,2,7,4.55,35,No,12,70.0,1,6.0,Yes
997200,Liam Chen,Studio,Regional,1,1,2,4.4,28,No,6,41.0,1,3.0,No
995574,Isla Le,House,CBD,3,2,6,4.4,111,No,0,49.0,2,7.0,Yes
994054,Noah Khan,Town House,Inner Suburb,3,3,7,4.66,75,No,2,62.0,1,6.0,Yes
996213,Oliver Wang,House,Regional,5,3,10,4.77,78,Yes,0,103.0,3,10.0,No
990734,Mai Smith,Studio,Outer Suburb,1,1,3,4.19,91,Yes,4,52.0,2,6.0,No
996417,Amelia Chen,House,Regional,3,2,6,4.62,36,No,8,60.0,4,5.0,Yes
993388,Wei Walker,House,Regional,2,2,4,4.57,33,No,0,60.0,2,5.0,No
993569,Jack Khan,Studio,Outer Suburb,1,2,4,4.4,46,No,3,30.0,4,1.0,Yes
992355,Zoe Clark,Apartment,Inner Suburb,1,2,4,4.38,60,No,15,52.0,1,7.0,Yes
995805,Omar Patel,Apartment,Outer Suburb,2,2,6,4.45,29,No,0,65.0,2,4.0,No
991805,Noah Harris,House,Outer Suburb,3,3,6,4.1,8,No,3,81.0,1,5.0,Yes
992754,Grace Le,House,Outer Suburb,2,2,4,4.51,28,No,14,70.0,1,7.0,Yes
995366,Sophie King,House,Inner Suburb,5,3,10,4.53,25,No,6,98.0,4,7.0,Yes
993067,Omar Young,House,Regional,2,1,4,4.18,49,No,2,55.0,1,4.0,Yes
995139,Lucas Khan,Studio,Inner Suburb,1,2,2,3.83,32,No,2,64.0,1,4.0,No
990719,Wei Chen,Apartment,Inner Suburb,1,2,4,4.23,24,No,2,77.0,1,7.0,Yes
990145,James Nguyen,Apartment,Regional,2,3,4,4.44,67,Yes,5,71.0,2,6.0,No
996380,Anna Tran,Apartment,Outer Suburb,3,2,8,4.79,12,No,4,86.0,2,6.0,Yes
991279,Omar White,Villa,Outer Suburb,3,3,5,4.65,35,No,8,75.0,1,7.0,Yes
993080,Priya Lee,Apartment,Regional,2,1,3,4.13,11,No,3,54.0,3,5.0,No
997463,Sarah Walker,Studio,Regional,1,1,4,4.13,38,No,1,44.0,2,4.0,No
994668,Emily White,Studio,CBD,1,1,3,4.41,43,Yes,8,53.0,1,6.0,No
997021,Arjun Taylor,Apartment,Inner Suburb,2,2,4,4.24,12,No,2,52.0,4,5.0,Yes
993421,Sophie Anderson,Townhouse,Regional,3,2,6,4.63,46,N,4,64.0,1,4.0,No
990053,Grace Le,House,Inner Suburb,3,2,6,5.0,61,No,0,67.0,4,8.0,Yes
997933,Mia Patel,Studio,Inner Suburb,1,1,2,4.59,112,Yes,5,50.0,2,7.0,No
990584,Anna Tran,Townhouse,Regional,2,1,6,4.81,57,No,3,60.0,3,6.0,Yes
991388,Amelia Chen,Studio,CBD,1,2,4,,63,Yes,2,,7,6.0,No
991429,Mia Walker,Apartment,Inner Suburb,2,2,5,3.92,96,No,0,49.0,1,5.0,No
993255,Samuel Jones,House,Regional,2,2,3,4.15,47,No,10,61.0,2,5.0,No
994882,James Patel,Apartment,Inner Suburb,1,2,2,4.66,38,Yes,4,58.0,1,10.0,Yes
994115,Emily Ali,Villa,Outer Suburb,2,2,4,4.02,22,Yes,1,67.0,7,4.0,Yes
997594,Thomas Brown,House,Regional,3,2,8,3.96,26,No,1,65.0,1,6.0,No
990180,Lucas White,Apartment,Outer Suburb,2,1,4,4.27,52,No,1,52.0,1,5.0,No
991542,Thomas Anderson,House,Inner Suburb,2,2,4,4.76,52,No,5,49.0,1,7.0,Yes
996192,Minh Taylor,Studio,Inner Suburb,1,1,2,4.17,56,No,0,56.0,2,5.0,Yes
